Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,No of Investors
26/08/2015,PICKMYLAUNDRY,ONDEMAND WASHING AND DRYCLEANING,OTHERS,NEW DELHI,GHV ACCELERATOR,SEED FUNDING,100000,1
26/08/2015,BELITA,ONDEMAND BEAUTY SERVICE,OTHERS,MUMBAI,"INDIA QUOTIENT, LETSVENTURE INVESTORS, LEAD ANGELS",SEED FUNDING,400000,3
26/08/2015,FOODTALKINDIA,ONLINE FOOD COMMUNITY PLATFORM,OTHERS,GURUGRAM,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,500000,1
25/08/2015,QYK APP,ONDEMAND APP BASED PROFESSIONAL SERVICE PROVIDER,OTHERS,BENGALURU,"GROWX VENTURES, TRACXN LABS, POWAI LAKE VENTURES, AND SAHIL BARUA",PRIVATE EQUITY,1000000,4
25/08/2015,EAZYDINER,RESTAURANT RESERVATION PLATFORM,OTHERS,GURUGRAM,"DSG CONSUMER PARTNERS, SAAMA CAPITAL.",PRIVATE EQUITY,3000000,2
25/08/2015,REVX,CROSSCHANNEL CRM PLATFORM,OTHERS,MUMBAI,"NORWEST VENTURE PARTNERS, NEXUS VENTURE PARTNERS, HELION VENTURE PARTNERS, DRAPER FISHER JURVETSON, PEEPUL CAPITAL",PRIVATE EQUITY,4000000,5
25/08/2015,ICUSTOMMADEIT,PROFESSIONAL CUSTOM CREATORS MARKETPLACE,OTHERS,PUNE,GROUP OF ANGEL INVESTORS FROM US/INDIA,SEED FUNDING,250000,1
24/08/2015,JOLLY FOOD FELLOW,FOOD CUSTOMER ANALYTICS PLATFORM,OTHERS,AHMEDABAD,THE 1947,SEED FUNDING,300000,1
24/08/2015,BOOKMEIN,PROFESSIONAL SERVICE APPOINTMENT BOOKING SERVICE,OTHERS,MUMBAI,AJMERA GROUP OF COMPANIES,SEED FUNDING,400000,1
21/08/2015,EPOISE,JOB SEARCH PLATFORM,OTHERS,BENGALURU,"ORIOS VENTURE PARTNERS, AMIT RANJAN AND OTHERS",SEED FUNDING,500000,2
20/08/2015,LABSADVISOR,ONLINE DIAGNOSTIC TESTS MARKETPLACE,OTHERS,NEW DELHI,GROUP OF ANGEL INVESTORS FROM US/INDIA,SEED FUNDING,156000,1
20/08/2015,FLATPEBBLE,ONLINE MARKETPLACE FOR PHOTOGRAPHERS,OTHERS,HYDERABAD,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,600000,4
20/08/2015,BLUEGAPE ,VISUAL BLOGGING PLATFORM,OTHERS,NEW DELHI,"AH! VENTURES, TIMES INTERNET, RUDY GOPALAKRISHNAN",SEED FUNDING,600000,3
19/08/2015,TIMESAVERZ,"HYPERLOCAL MAINTENANCE, REPAIR AND CLEANING SERVICES",OTHERS,MUMBAI,"UNILAZER VENTURES, ORIOS VENTURE PARTNERS, STEVEN LURIE",PRIVATE EQUITY,2400000,3
19/08/2015,MEBELKART,ONLINE FURNITURE MARKETPLACE,OTHERS,BENGALURU,ASKME,PRIVATE EQUITY,20000000,1
18/08/2015,ROPOSO ,FASHION DISCOVERY PLATFORM,OTHERS,GURUGRAM,"TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",PRIVATE EQUITY,15000000,6
18/08/2015,INTELLIGENCENODE,DATA ANALYTICS PLATFORM,OTHERS,MUMBAI,"NEW ENTERPRISE ASSOCIATES, ORIOS VENTURE PARTNERS",PRIVATE EQUITY,4200000,2
18/08/2015,HYPERVERGE,DEEP LEARNING CLOUD ALGORITHMS,OTHERS,CHENNAI,"NEA, MILLIWAYS VENTURES, NAYA VENTURES",SEED FUNDING,1000000,3
18/08/2015,ZOOJOO.BE,CORPORATE WELLNESS APP,OTHERS,BENGALURU,ROUNDGLASS PARTNERS LLC,PRIVATE EQUITY,1000000,1
17/08/2015,EDU4SHARE,EXAM PREPARATION PLATFORM,OTHERS,NEW DELHI,NALIN JAIN AND OTHER ANGEL INVESTORS,SEED FUNDING,220000,1
17/08/2015,SAMPURNEARTH,WASTE MANAGEMENT SOLUTIONS,OTHERS,MUMBAI,"INTELLECAP IMPACT INVESTMENT NETWORK, FAMILY OFFICE FUND",SEED FUNDING,160000,2
17/08/2015,SHADOWFAX,ONDEMAND DELIVERY SERVICE,OTHERS,GURUGRAM,"KUNAL BAHL, ROHIT BANSAL, ZISHAAN HAYATH, PRASHANT MALIK",SEED FUNDING,310000,4
14/08/2015,VOXWEB,PICTURE BASED SOCIAL APP,OTHERS,MUMBAI,JITENDRA GUPTA AND OTHERS,SEED FUNDING,100000,1
14/08/2015,TRUKKY,LOGISTICS SERVICE PLATFORM,OTHERS,AHMEDABAD,"GUJARAT BASED ANGEL INVESTORS, MMY COFOUNDER",SEED FUNDING,245000,2
13/08/2015,ETAOUT,ECOMMERCE MARKETING SOFTWARE PLATFORM,OTHERS,NOIDA,"AMIT RANJAN, VIJAY SHEKHAR SHARMA, KUNAL BAHL, GIRISH MATHRUBOOTHAM AND GROUP OF OTHER ANGEL INVESTORS",SEED FUNDING,500000,4
13/08/2015,IFMR HOLDINGS,FINANCIAL INCLUSION PLATFORM,OTHERS,CHENNAI,"ACCION, LEAPFROG INVESTMENTS, LOK CAPITAL",PRIVATE EQUITY,25000000,3
13/08/2015,AGROSTAR,MOBILE COMMERCE FOR FARMERS,OTHERS,PUNE,"IDG VENTURES INDIA, MICHAEL AND SUSAN DELL FOUNDATION, DRAPER ASSOCIATES, UNITUS SEED FUND",PRIVATE EQUITY,4000000,4
12/08/2015,ONEASSIST,CREDIT CARD FRAUD PROTECTION SOLUTIONS,OTHERS,MUMBAI,"SEQUOIA CAPITAL, LIGHTSPEED VENTURES",PRIVATE EQUITY,7500000,2
12/08/2015,BIGBASKET,ONLINE AND MOBILE GROCERY STORE,OTHERS,BENGALURU,"BESSEMER VENTURE PARTNERS, ORIOS VENTURE PARTNERS, TRIFECTA CAPITAL,",PRIVATE EQUITY,50000000,4
12/08/2015,SHEROES,CAREER COMMUNITY FOR WOMEN,OTHERS,NOIDA,"QUINTILLION MEDIA, 500 STARTUPS",SEED FUNDING,770000,2
12/08/2015,SCRIPBOX,MUTUAL FUND INVESTING PLATFORM,OTHERS,BENGALURU,"ACCEL PARTNERS, DEEP KALRA, RAJESH MAGOW, MOHIT GUPTA, SHAMIK SHARMA",PRIVATE EQUITY,2500000,5
11/08/2015,LIVSPACE,HOME DESIGN AND DCOR SOLUTIONS,OTHERS,BENGALURU,"HELION VENTURES, JUNGLE VENTURES AND BESSEMER VENTURE PARTNERS",PRIVATE EQUITY,8000000,2
11/08/2015,WOW! MOMO,QUICK SERVICE RESTAURANT CHAIN,OTHERS,KOLKATA,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,1600000,4
11/08/2015,RAINCAN,SUBSCRIPTION BASED ONLINE GROCERY PLATFORM,OTHERS,PUNE,AJEET KHURANA AND OTHERS,SEED FUNDING,100000,1
11/08/2015,ALLYGROW TECHNOLOGIES,ENGINEERING SERVICES COMPANY,OTHERS,MUMBAI,"ZODIUS TECHNOLOGY FUND, LIGHTSPEED VENTURE PARTNERS",PRIVATE EQUITY,20000000,2
11/08/2015,INFOGAIN,BUSINESS AND IT CONSULTING,OTHERS,NEW DELHI,"CHRYSCAPITAL, EXISTING INVESTORS, ELEVAR EQUITY, LGT IMPACT, OMIDYAR NETWORK AND KAIZEN PRIVATE EQUITY ALSO PARTICIPATED IN THE ROUND",PRIVATE EQUITY,63000000,5
10/08/2015,MYTAXIINDIA,TAXI RENTAL PLATFORM,OTHERS,GURUGRAM,"NIHON KOTSU,",PRIVATE EQUITY,500000,2
10/08/2015,ESADAR,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,OTHERS,NEW DELHI,"NEHA VATS, GAURAV VATS",SEED FUNDING,80000,2
10/08/2015,MYPOOLIN,MOBILE SOCIAL NETWORK,OTHERS,NEW DELHI,QPRIZE FROM QUALCOMM VENTURES,SEED FUNDING,250000,1
10/08/2015,NEARBUY (PREVIOUSLY GROUPON INDIA),HYPERLOCAL ECOMMERCE,OTHERS,NEW DELHI,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,16000000,7
10/08/2015,INKMONK,ONLINE PRINTING MARKETPLACE,OTHERS,CHENNAI,"GIRISH MATHRUBOOTHAM, PHANINDRA SAMA, VIKRAM CHACHRA, OTHERS FROM LETSVENTURE",SEED FUNDING,250000,4
10/08/2015,TONETAG,MOBILE PAYMENT SOFTWARE PLATFORM,OTHERS,BENGALURU,RELIANCE CAPITAL VENTURE,PRIVATE EQUITY,1000000,1
10/08/2015,GREY ORANGE,AUTOMATED STORAGE AND WAREHOUSING SOLUTION,OTHERS,GURUGRAM,"TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",PRIVATE EQUITY,30000000,6
07/08/2015,CARL X80X99S JR,FAST FOOD CHAIN FRANCHISEE,OTHERS,GURUGRAM,YOUWECAN VENTURES,SEED FUNDING,630000,1
07/08/2015,EASYREWARDZ,LOYALTY PROGRAMS AND REWARD POINTS,OTHERS,MUMBAI,"WEALTH FIRST, ASHNEER GROVER, ATUL PHADNIS",PRIVATE EQUITY,500000,3
06/08/2015,APPVIGIL,APP SECURITY TESTING PLATFORM,OTHERS,MUMBAI,"RAVI GURURAJ, GAURAV SHARMA, VISWANATH RAMACHANDRAN, RIPPLEWAVE",SEED FUNDING,500000,4
06/08/2015,PRACTO,DOCTOR APPOINTMENT BOOKING APP,OTHERS,BENGALURU,"SOFINA, GOOGLE CAPITAL, ALTIMETER CAPITAL, SEQUOIA CAPITAL GLOBAL EQUITIES, YURI MILNER, SEQUOIA CAPITAL, MATRIX PARTNERS",PRIVATE EQUITY,90000000,7
06/08/2015,KETTO,CROWD FUNDING PLATFORM,OTHERS,MUMBAI,"CHENNAI ANGELS, CALCUTTA ANGELS, AH! VENTURES, INTELLECAP IMPACT INVESTMENT NETWORK, INDUS AGE PARTNERS, SINGAPORE ANGEL NETWORK, INDIA INTERNET FUND, LETSVENTURE",SEED FUNDING,700000,8
06/08/2015,EZETAP,MOBILE BASED POS SOLUTION,OTHERS,BENGALURU,"HORIZONS VENTURES, CAPRICORN INVESTMENT GROUP, SOCIAL+CAPITAL, HELION ADVISORS, BERGGRUEN HOLDINGS",PRIVATE EQUITY,25000000,5
05/08/2015,GREX,FUND RAISING PLATFORM FOR STARTUPS,OTHERS,PUNE,"KUNAL BAJAJ, CHANDRU BADRINARAYANAN",SEED FUNDING,650000,2
05/08/2015,LETSTRANSPORT,LOGISTICS TECH PLATFORM,OTHERS,BENGALURU,"REBRIGHT PARTNERS, ANKUSH NIJHAWAN, GAURAV BHATNAGAR, MANISH DHINGRA",SEED FUNDING,1300000,4
05/08/2015,ZO ROOMS,ONLINE BUDGET HOTEL CHAIN,OTHERS,NEW DELHI,"TIGER GLOBAL MANAGEMENT, ORIOS VENTURE PARTNERS",PRIVATE EQUITY,30000000,2
05/08/2015,DOORMINT,HYPERLOCAL HANDYMAN SERVICES,OTHERS,MUMBAI,"HELION VENTURE PARTNERS, KALAARI CAPITAL",PRIVATE EQUITY,3000000,2
05/08/2015,NIGHTSTAY,HOTEL BOOKING APP,OTHERS,NOIDA,"BEDROCK VENTURES, RAJESH SAWHNEY, SHAILESH SINGH",SEED FUNDING,500000,3
05/08/2015,SUNDAY REALTY SOLUTIONS,TECH PLATFORM FOR PROPERTY BROKERS,OTHERS,MUMBAI,"RAMESH JOGANI, SHAILESH VISWANATHAN, JAY SRINIVASAN",SEED FUNDING,785000,3
04/08/2015,PICKINGO,ONDEMAND DELIVERY LOGISTICS,OTHERS,NEW DELHI,"ORIOS VENTURE PARTNERS, ZISHAAN HAYATH",PRIVATE EQUITY,1300000,2
03/08/2015,CONNECT INDIA,ECOMMERCE LOGISTICS PROVIDER,OTHERS,NEW DELHI,AAVISHKAAR VENTURE MANAGEMENT,PRIVATE EQUITY,5000000,1
03/08/2015,OYOROOMS,BUDGET HOTEL ACCOMMODATION BRAND,OTHERS,NEW DELHI,"SOFTBANK GROUP, GREENOAKS CAPITAL, SEQUOIA CAPITAL, LIGHTSPEED INDIA",PRIVATE EQUITY,100000000,4
03/08/2015,WIZROCKET,USER ENGAGMENT AND ANALYTICS PLATFORM,OTHERS,MUMBAI,"SEQUOIA CAPITAL, ACCEL PARTNERS AND RAGHUNANDAN GANGAPPA",PRIVATE EQUITY,9600000,2
01/08/2015,SNAPDEAL,ECOMMERCE MARKETPLACE,OTHERS,NEW DELHI,"ALIBABA, FOXCONN, SOFTBANK",PRIVATE EQUITY,500000000,3
01/08/2015,RESSY,RESTAURANT DISCOUNT APP,OTHERS,PUNE,MOHANDAS PAI AND OTHERS,SEED FUNDING,400000,1
31/07/2015,LAZYLAD,HYPERLOCAL GROCERY APP,OTHERS,GURUGRAM,"JAI CHOI, KIYOHIRO SUGASHITA, HIROKAZU",PRIVATE EQUITY,500000,3
31/07/2015,PROTHOM,HASBRO TOY MANUFACTURER,OTHERS,PUNE,OLIPHABS CAPITAL,PRIVATE EQUITY,2000000,1
31/07/2015,BONA VITA,TRAVEL TECH,OTHERS,GURUGRAM,MAKEMYTRIP LIMITED,PRIVATE EQUITY,5000000,1
30/07/2015,PIPA BELLA,ONLINE JEWELRY STORE,OTHERS,MUMBAI,LIONROCK CAPITAL,PRIVATE EQUITY,600000,1
30/07/2015,PRAGMATIX,BUSINESS INTELLIGENCE AND ANALYTICS,OTHERS,MUMBAI,"SIDBI VENTURE CAPITAL LTD, KALAARI CAPITAL",PRIVATE EQUITY,2400000,2
30/07/2015,DROOM.IN,USED VEHICLE MARKETPLACE,OTHERS,NEW DELHI,"LIGHTBOX VENTURES, BEENOS",PRIVATE EQUITY,16000000,2
30/07/2015,MADRAT GAMES,EDUCATIONAL BOARD GAMES,OTHERS,BENGALURU,"KUNAL BAHL, ROHIT BANSAL, BLUME VENTURES, PHANINDRA SAMA, RAJU REDDY",SEED FUNDING,168000,5
30/07/2015,NOODLE PLAY,CHINESE FOOD DELIVERY,OTHERS,MUMBAI,"ELLIOT STECHMAN, GAUTAM SINHA, AMBARISH RAY",SEED FUNDING,168000,3
29/07/2015,ZIMMBER,HYPERLOCAL HANDYMAN SERVICES,OTHERS,MUMBAI,"IDG VENTURES INDIA, OMIDYAR NETWORK, SHERPALO VENTURES, MOHANDAS PAI",PRIVATE EQUITY,2000000,4
29/07/2015,TRUEHB,MEDICAL TECH INSTRUMENTS,OTHERS,NEW DELHI,"SACHIN AND BINNY BANSAL, MALVINDER AND SHIVINDER SINGH, GURPREET SINGH AND OTHERS",SEED FUNDING,2400000,3
29/07/2015,ZOVI/ LITTLE APP,HYPERLOCAL DEALS MARKETPLACE,OTHERS,BENGALURU,"PAYTM, SAIF PARTNERS, TIGER GLOBAL MANAGEMENT AND OTHERS",PRIVATE EQUITY,50000000,3
29/07/2015,SWAJAL,INNOVATIVE WATER SOLUTIONS,OTHERS,GURUGRAM,ABHISHEK GUPTA,PRIVATE EQUITY,1200000,1
28/07/2015,PEPPERFRY,ONLINE HOME DCOR MARKETPLACE,OTHERS,MUMBAI,"GOLDMAN SACHS, ZODIUS TECHNOLOGY FUND, BERTELSMANN INDIA INVESTMENTS NORWEST VENTURE PARTNERS.",PRIVATE EQUITY,100000000,3
28/07/2015,FLIPKART ,ONLINE MARKETPLACE FOR PHOTOGRAPHERS,OTHERS,BENGALURU,STEADVIEW CAPITAL AND EXISTING INVESTORS,PRIVATE EQUITY,700000000,1
28/07/2015,OPINIO,HYPERLOCAL FOOD AND GROCERY STORE,OTHERS,BENGALURU,"ACCEL PARTNERS, TRAXCN LABS AND OTHERS",SEED FUNDING,1300000,2
28/07/2015,ZOCTR,HEALTHTECH PLATFORM,OTHERS,MUMBAI,"SANDEEP PARWAL, KRISHAN GUPTA AND OTHERS",SEED FUNDING,1000000,2
27/07/2015,MANAGEMYSPA,SPA AND SALON MANAGEMENT SOFTWARE,OTHERS,HYDERABAD,"ACCEL PARTNERS, IDG VENTURE, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR VENTURES AND BINNY BANSAL",PRIVATE EQUITY,6000000,6
25/07/2015,CREDRIGHT,USED BIKES MARKETPLACE,OTHERS,MUMBAI,"FIDELITY GROWTH PARTNERS INDIA, SAIF PARTNERS, HELION VENTURES",PRIVATE EQUITY,15000000,3
24/07/2015,BROEX,REAL ESTATE BROKER NETWORK APP,OTHERS,GURUGRAM,"LIGHTSPEED INDIA PARTNERS, BLUME VENTURES, CYBERAGENT VENTURES, GROWX VENTURES, IMJ INVESTMENT PARTNERS",PRIVATE EQUITY,1000000,5
23/07/2015,NESTAWAY,LUXURY RENTAL HOMES,OTHERS,BENGALURU,"FLIPKART, TIGER GLOBAL",PRIVATE EQUITY,12750000,2
23/07/2015,MSWIPE,MOBILE POINT OF SALE PAYMENT SOLUTION,OTHERS,BENGALURU,"FALCON EDGE CAPITAL, MERU CAPITAL, OLA, MATRIX PARTNERS, DSG CONSUMER PARTNERS, AXIS BANK",PRIVATE EQUITY,25000000,6
23/07/2015,MYONSTO,ONLINE GROCERS,OTHERS,AHMEDABAD,JAYANT BOKADIA,SEED FUNDING,320000,1
23/07/2015,MEDGENOME,CLINICAL GENOMICS PROVIDER,OTHERS,BENGALURU,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,20000000,7
23/07/2015,HOLIDAYIQ,TRAVEL INFORMATION PORTAL,OTHERS,BENGALURU,MAKEMYTRIP LIMITED,PRIVATE EQUITY,15000000,1
23/07/2015,FITTERNITY,FITNESS MARKETPLACE,OTHERS,MUMBAI,"EXFINITY VENTURE PARTNERS, BLUME VENTURES, BEENEXT, RAJESH RANAVAT",PRIVATE EQUITY,1000000,4
23/07/2015,QUIKR,ONLINE AND MOBILE CLASSIFIED LISTINGS,OTHERS,MUMBAI,"AB KINNEVIK, FALCON EDGE CAPITAL, COATUE MANAGEMENT",PRIVATE EQUITY,60000000,3
22/07/2015,IQLECT,BIG DATA AND ANALYTICS PLATFORM,OTHERS,BENGALURU,"EXFINITY VENTURE PARTNERS, BLUME VENTURES, BEENEXT, RAJESH RANAVAT",PRIVATE EQUITY,2000000,4
22/07/2015,DEGUSTIBUS,FINE DINING RESTAURANT CHAIN,OTHERS,MUMBAI,INDIA VALUE FUND ADVISORS,PRIVATE EQUITY,30000000,1
21/07/2015,JOY BY NATURE,ORGANIC FOOD ECOMMERCE,OTHERS,NEW DELHI,"MUMBAI ANGELS, VRIDDHI FUND, OTHERS",PRIVATE EQUITY,1000000,3
20/07/2015,ZO ROOMS,ONLINE BUDGET HOTEL CHAIN,OTHERS,NEW DELHI,"TIGER GLOBAL, ORIOS VENTURE PARTNERS.",PRIVATE EQUITY,15000000,2
20/07/2015,INNOVITI,PAYMENT SOLUTIONS PLATFORM,OTHERS,BENGALURU,"CATAMARAN VENTURES, NEW INDIA INVESTMENT CORPORATION",PRIVATE EQUITY,4850000,2
17/07/2015,QUIKWALLET,FANDB SECTOR MOBILE PAYMENT PLATFORM,OTHERS,MUMBAI,SNOW LEOPARD TECHNOLOGY VENTURES,PRIVATE EQUITY,1600000,1
17/07/2015,OMNIKART,INDUSTRIAL SUPPLIES B2B ECOMMERCE,OTHERS,MUMBAI,"SUMIT GANDHI, MANISH GANDHI",SEED FUNDING,100000,2
16/07/2015,KETTO,CROWD FUNDING PLATFORM,OTHERS,MUMBAI,"PRADYUMNA DALMIA, SUDHIR RAO AND OTHERS",SEED FUNDING,700000,2
15/07/2015,OYO ROOMS,BUDGET HOTEL ACCOMMODATION BRAND,OTHERS,GURUGRAM,"SOFTBANK, SEQUOIA CAPITAL, LIGHTSPEED VENTURE PARTNERS, GREENOAKS CAPITAL, DSG CONSUMER PARTNERS AND VENTURE NURSERY",PRIVATE EQUITY,100000000,5
15/07/2015,MOBIKON,RESTAURANT CUSTOMER ENGAGEMENT PLATFORM,OTHERS,PUNE,"JUNGLE VENTURES, TAURUS VALUE CREATION, KONLY VENTURE, BLUME VENTURES",PRIVATE EQUITY,2300000,4
15/07/2015,ROADRUNNR,HYPER LOCAL LOGISTICS PLATFORM,OTHERS,BENGALURU,"SEQUOIA CAPITAL, NEXUS VENTURE PARTNERS, BLUME VENTURES",PRIVATE EQUITY,11000000,3
14/07/2015,MYSMARTPRICE,ONLINE COMPARISON ENGINE,OTHERS,HYDERABAD,"ACCEL PARTNERS, HELION VENTURE PARTNERS",PRIVATE EQUITY,10000000,2
14/07/2015,BOXMYSPACE,PHYSICAL STORAGE WAREHOUSES,OTHERS,MUMBAI,"RITESH VEERA, SINGAPORE ANGEL NETWORK, ORIOS VENTURE PARTNERS,",SEED FUNDING,300000,4
14/07/2015,HACKERRANK,TECH RECRUITMENT PLATFORM,OTHERS,BENGALURU,HR TECHNOLOGY FUND,PRIVATE EQUITY,7500000,1
14/07/2015,WICKEDRIDE,BIKE RENTAL PLATFORM,OTHERS,BENGALURU,"UNDISCLOSED JAPANESE INVESTOR, BERTELSMANN INDIA INVESTMENTS, NIRVANA DIGITAL INDIA FUND, NIRVANA DIGITAL INVESTMENT HOLDING CO LTD, 500 STARTUPS",SEED FUNDING,790000,5
14/07/2015,WOWEXPRESS,TECH ENABLED LOGISTICS PLATFORM,OTHERS,MUMBAI,TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,500000,1
13/07/2015,AMEYO,CONTACT CENTER SOFTWARE PLATFORM,OTHERS,GURUGRAM,FORUM SYNERGIES PE FUND,PRIVATE EQUITY,5000000,1
13/07/2015,MAMAGOTO,CASUAL DINING RESTAURANT CHAIN,OTHERS,NEW DELHI,"GOLDMAN SACHS INVESTMENT PARTNERS AND SILICON VALLEYBASED ACCEL, WELLINGTON, SEQUOIA CAPITAL, B CAPITAL, LIGHTSTREET, SANDS CAPITAL AND INTERNATIONAL FINANCE CORPORATION,",PRIVATE EQUITY,10000000,7
10/07/2015,FOOTPRINTS EDUCATION,PRESCHOOL CHAIN,OTHERS,GURUGRAM,"LETSVENTURE, KUMAR BANSAL, KSHITIJ JAIN",SEED FUNDING,685000,3
10/07/2015,LOYLTY REWARDS,PREMIUM LOYALTY REWARDS POINT MANAGEMENT,OTHERS,MUMBAI,INDIANIDEAS.COM,PRIVATE EQUITY,19350000,1
09/07/2015,NEWS IN SHORTS,NEWS AGGREGATOR MOBILE APP,OTHERS,NOIDA,"TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",PRIVATE EQUITY,20000000,6
09/07/2015,BLUESTONE,ONLINE JEWELLERY STORE,OTHERS,BENGALURU,"IVYCAP VENTURES, ACCEL PARTNERS, DRAGONEER INVESTMENT GROUP",PRIVATE EQUITY,16200000,3
08/07/2015,SAAVN,MUSIC STREAMING APP,OTHERS,MUMBAI,"TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",PRIVATE EQUITY,100000000,6
08/07/2015,FLYTXT,BIG DATA AND ANALYTICS PLATFORM,OTHERS,MUMBAI,"SUNRISE CAPITAL GMBH, BIG DATA INVESTMENTS B.V",PRIVATE EQUITY,11000000,2
08/07/2015,AXTRIA,BIG DATA AND ANALYTICS PLATFORM,OTHERS,INDIA,"HELION VENTURE PARTNERS,AMARPREET SAWHNEY, DESHPANDE FOUNDATION, FRED KHOSRAVI, RICHARD S. BRADDOCK",PRIVATE EQUITY,30000000,5
08/07/2015,33COUPONS,COUPON AGGREGATOR PLATFORM,OTHERS,KANPUR,NOT DISCLOSED,SEED FUNDING,20000,1
08/07/2015,HOPPING CHEF,ONLINE FOODTECH PLATFORM,OTHERS,MUMBAI,MIRAH HOSPITALITY,SEED FUNDING,470000,1
08/07/2015,COLLECTABILLIA,CELEBRITY FASHION BRAND,OTHERS,BENGALURU,"ACCEL PARTNERS, IDG VENTURE, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR VENTURES AND BINNY BANSAL",PRIVATE EQUITY,7500000,6
08/07/2015,LENDINGKART,ONLINE FINANCE LENDING PLATFORM,OTHERS,AHMEDABAD,"SAAMA CAPITAL, MAYFIELD, ASHVIN CHADHA, SHAILESH MEHTA",PRIVATE EQUITY,10000000,4
08/07/2015,LYBRATE,HEALTHCARE MOBILE APP,OTHERS,NEW DELHI,"TIGER GLOBAL MANAGEMENT, RATAN TATA, NEXUS VENTURE PARTNERS",PRIVATE EQUITY,10200000,3
08/07/2015,ZOOMCAR,SELFDRIVEN VEHICLE RENTAL,OTHERS,BENGALURU,"SEQUOIA CAPITAL, EMPIRE ANGELS, NGP",PRIVATE EQUITY,11000000,3
07/07/2015,WUDSTAY,BUDGET ACCOMMODATION AGGREGATOR,OTHERS,GURUGRAM,"MANGROVES CAPITAL PARTNERS, VIKAS SAXENA",PRIVATE EQUITY,3000000,2
07/07/2015,LIASES FORAS,REAL ESTATE RATING AND ANALYSIS,OTHERS,NEW DELHI,DMG INFORMATION ASIA PACIFIC,PRIVATE EQUITY,5000000,1
06/07/2015,PAPER BOAT,ETHNIC BEVERAGES MANUFACTURER,OTHERS,GURUGRAM,"SOFINA, HILLHOUSE CAPITAL",PRIVATE EQUITY,30000000,2
04/07/2015,STITCHWOOD,CUSTOM FURNITURE MARKETPLACE,OTHERS,MUMBAI,"POWAI LAKE VENTURES, AJEET KHURANA AND OTHERS",SEED FUNDING,395000,2
03/07/2015,CULTUREALLEY,LANGUAGE LEARNING APP,OTHERS,JAIPUR,"TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",PRIVATE EQUITY,6500000,6
03/07/2015,GINGERCRUSH,CUSTOM MERCHANDIZE PLATFORM,OTHERS,AHMEDABAD,"GOKUL JAYKRISHNA, BRAND CAPITAL",SEED FUNDING,1000000,2
02/07/2015,BANKBAZAAR,ONLINE FINANCIAL SERVICES,OTHERS,CHENNAI,"AMAZON, FIDELITY GROWTH PARTNERS, MOUSSE PARTNERS",PRIVATE EQUITY,60000000,3
02/07/2015,GOZOOMO,USED CAR MARKETPLACE,OTHERS,BENGALURU,"SAIF PARTNERS, APRAMEYA RADHAKRISHNAN, PHANINDRA SAMA, SUBBA RAO TELIDEVARA, VIBHU GARG, PAULA RAVINDRA MARIWALA, GAURAV BHALOTIA",PRIVATE EQUITY,5000000,7
02/07/2015,ZENATIX,INTERNET OF THINGS PLATFORM,OTHERS,GURUGRAM,"RAJAN ANANDAN, KUNAL BAHL, ROHIT BANSAL, RAHUL KHANNA",SEED FUNDING,161000,4
01/07/2015,CLOUDCHERRY ANALYTICS,CRM / ANALYTICS PLATFORM,OTHERS,CHENNAI,"THE CHENNAI ANGELS, IDG VENTURES INDIA",SEED FUNDING,1000000,2
01/07/2015,NXTGEN,IT INFRASTRUCTURE AND DATA CENTER SERVICES,OTHERS,BENGALURU,"IFC, AXON PARTNERS, INTEL CAPITAL",PRIVATE EQUITY,13500000,3
